,CD19_Donor76_Day11,CD19_Donor76_Day15,CD19_Donor76_Day21,CD19_Donor86_Day11,CD19_Donor86_Day15,CD19_Donor86_Day21,CD19_Donor90_Day11,CD19_Donor90_Day15,CD19_Donor90_Day21,Control_Donor76_Day0,Control_Donor86_Day0,Control_Donor90_Day0,HA_Donor76_Day11,HA_Donor76_Day15,HA_Donor76_Day21,HA_Donor86_Day11,HA_Donor86_Day15,HA_Donor86_Day21,HA_Donor90_Day11,HA_Donor90_Day15,HA_Donor90_Day21,cluster,Genesymbol,
ZBED8,-0.642726137,-0.545548572,-0.907207323,-0.047892326,-0.128141081,-1.198678101,-0.733431197,-0.501831064,-0.786319089,-1.172458167,-1.0128776,-1.198855537,0.386622787,1.986955889,1.579551158,0.387447059,0.915150588,0.888743725,1.600778709,0.876113996,0.254602284,C3,ZBED8,ENSG00000221886.3
HMSD,-1.017113595,0.096926012,-0.315870724,-0.949409859,-0.675866933,-0.358571068,-0.866862359,-0.761026634,-0.129603741,-1.414521164,-1.414521164,-1.414521164,0.922796382,0.882796996,1.014083182,0.563293178,0.832802738,1.073005686,1.473951971,1.183802569,1.274429692,C5,HMSD,ENSG00000221887.5
TRIM16,-0.097344004,-0.158928264,-0.381813548,0.898384573,-1.025691842,-1.879249496,0.825611017,0.03836701,-1.390609306,-1.656992706,-1.390804721,-0.165065539,0.239210937,1.534777287,0.084970994,0.537316355,0.43771971,0.18838611,0.853250129,1.638012241,0.870493063,C1,TRIM16,ENSG00000221926.11
FXYD7,0.319573478,0.17886674,1.283565156,0.104638058,-0.173964322,0.226730073,0.401742992,0.119176526,0.398547216,2.035223216,1.738147821,1.634503011,-0.699481791,-0.889905303,-1.013208227,-0.594755828,-0.70528792,-1.198989734,-0.941151027,-1.088930732,-1.135039404,C2,FXYD7,ENSG00000221946.7
FADS3,-1.005527179,-0.776531341,0.022322315,-1.764612106,-0.802603959,-0.59462235,-1.837368843,-0.886892912,-0.121924619,-0.314219435,-0.494595176,-0.175420751,0.308461118,0.723011264,1.33326708,0.438628506,1.295796814,1.097844088,1.027355669,1.272474031,1.255157786,C5,FADS3,ENSG00000221968.8
OR2A1,0.233837006,-0.353024175,-0.741082168,0.196643019,-0.160676272,-0.531802163,2.625890366,0.993252863,-0.564334837,-0.956731628,-1.229657078,1.653796277,-0.588653367,-0.460564007,-0.462418939,-0.20630789,0.750303453,-0.914883009,0.734196444,1.175852377,-1.193636274,C1,OR2A1,ENSG00000221970.2
ZNF630,0.095827232,-0.973605247,-1.494146601,0.491748859,-1.752663206,-1.08249093,0.108341194,-1.717127256,-1.508586137,0.12800134,1.381457913,0.774929995,0.167930443,0.566636944,0.192099128,1.095637051,0.700165659,1.280709145,0.693747361,0.388161514,0.4632256,C3,ZNF630,ENSG00000221994.10
BTBD19,-0.752573314,0.022479034,1.545762596,0.14915172,-0.157687941,1.663143678,0.570989271,-0.214430183,1.073355327,-2.025131215,-2.025131215,0.425055985,-0.544179102,0.035785381,1.01835066,-0.799528291,-0.571726627,0.930524031,-0.762801554,-0.284457201,0.70304896,C4,BTBD19,ENSG00000222009.8
CDRT15,1.703066268,0.825158175,-0.604616126,0.154950775,1.414480913,-1.522477572,0.094205706,0.151537996,-1.051055287,-0.579966419,-0.999368754,0.224811715,1.424855888,1.199096067,-0.098621305,-0.318391675,-0.350821891,-1.614383755,0.50170446,0.835236341,-1.389401521,C1,CDRT15,ENSG00000223510.6
C2CD4D,-0.179977384,-0.51810986,-1.514431355,-0.643098593,-0.667029095,-1.098859379,-0.398243436,0.483827941,-0.981202628,-1.56278781,-1.402657776,0.664342301,0.895322509,1.003041918,0.599047498,0.646931224,1.544767502,-0.041949108,1.734296013,0.963380184,0.473389333,C3,C2CD4D,ENSG00000225556.1
ZNF469,-0.819343295,0.284969062,2.117911682,-0.844013893,0.643745236,1.433048054,-0.783837745,0.89363653,1.573783628,-1.079648225,-0.755544586,0.004857565,-1.166770226,-1.084266508,1.095398022,-1.196127463,0.071441016,0.429494978,-0.771638078,0.004042763,-0.051138517,C4,ZNF469,ENSG00000225614.2
TEX22,1.671798408,0.441864426,-1.195798511,1.591035711,-0.063748201,-0.243551956,1.7114796,1.336857923,-0.238084742,-1.821510688,-0.98839189,-0.798909863,-0.165575374,0.156860339,-0.6903741,-0.65390978,0.976685059,-0.651528549,-0.60293367,0.640614789,-0.412878931,C2,TEX22,ENSG00000226174.6
TMEM185B,-0.228560491,0.544741696,0.678035233,-0.79416759,0.371850238,0.612249033,-0.405813425,0.643846849,0.787269061,-2.602240888,-1.998098969,-1.446502667,-0.051787966,0.161805311,1.140354805,-0.456854064,0.359878222,0.938394164,0.099511977,0.62401374,1.022075734,C4,TMEM185B,ENSG00000226479.3
LTA,-0.873199613,0.724863694,0.460851873,-0.725937074,0.795859043,0.175155183,-0.763012184,0.720226234,0.982979664,-1.439041481,-2.032111038,-1.525362026,-0.937452325,-0.521108845,0.588611787,-0.200669091,1.45324789,0.596084472,0.406439658,1.451316669,0.662257511,C4,LTA,ENSG00000226979.8
KLLN,-0.571195187,-0.652075012,0.232531505,-0.38241374,-0.415995382,-0.603638027,-0.12893654,-0.425421837,-0.152482915,0.724171012,-0.999471173,-1.06024312,-0.726427037,0.03151106,1.367811282,-1.005967703,0.389914948,2.709648031,-0.401319791,-0.067984783,2.137984411,C5,KLLN,ENSG00000227268.3
LTB,0.881574722,0.938646655,0.91343995,1.0194314,1.106554394,1.141959273,1.025189143,1.319358072,0.988982093,-0.222894816,-0.082990093,-0.263235825,-0.889774714,-1.115893431,-1.614990164,-0.168046706,-0.691467605,-1.217828953,-0.926596588,-0.711573213,-1.429843594,C2,LTB,ENSG00000227507.2
ORM2,0.284633056,-1.097766199,0.119947677,0.262052934,-0.793229787,-0.645268929,0.165582748,-0.696605136,-0.291069236,1.91110106,2.101355537,1.990156973,-0.991343384,1.175105549,-0.007986613,-1.044646963,-0.643741079,-0.084980855,-0.348510006,-0.804320532,-0.560466814,C1,ORM2,ENSG00000228278.3
TSTD3,0.797206941,0.821140641,1.334320116,0.749609155,-0.286741363,1.030628315,0.881378093,-0.860424613,0.759175975,-2.024936467,-0.995059187,1.168982998,-0.393462862,0.027008602,0.01089857,-2.054713363,0.791215231,-0.748749032,-1.039212994,0.080248797,-0.048513554,C2,TSTD3,ENSG00000228439.5
SAPCD1,0.014908748,-0.309347939,-1.198893784,0.773436617,0.899920987,-1.068870043,1.445328673,-0.006693802,-1.201682043,-1.354882289,-0.577083341,-0.793359538,0.912259229,1.667758341,0.598513982,0.529595488,0.586846287,-1.078437716,0.187608928,1.363068263,-1.389995048,C1,SAPCD1,ENSG00000228727.8
ASCL5,0.199519728,-0.879226822,-1.095588618,-1.095588618,-0.779676236,-1.095588618,-0.419320025,-0.514942311,-1.095588618,0.923082324,1.805240409,2.437314672,0.327853961,0.089520267,-0.427762571,0.44318763,-0.440600644,1.594507541,-0.071706965,0.196606845,-0.10124333,C1,ASCL5,ENSG00000232237.3
C9orf172,0.492552481,-1.009587366,-0.639767792,0.322301072,-1.417793429,-1.239532798,0.593707141,-0.937789897,-1.067367415,-1.572802648,-1.028357373,0.511700262,1.437814448,0.484983836,0.127055246,1.603839563,0.347741813,0.35844031,1.703539355,0.605825183,0.323498007,C1,C9orf172,ENSG00000232434.2
KANTR,0.042295472,-0.137394015,-1.095779698,0.270049432,-0.490678946,-0.864106114,0.623399159,-1.331129292,-0.793733364,-1.037308681,1.607578518,2.71160449,0.917222944,-0.172483151,-0.507203871,0.823116434,-0.374276902,-0.707012183,1.130597488,-0.279278642,-0.335479077,C1,KANTR,ENSG00000232593.7
GOLGA8N,1.087744726,1.411117721,1.501197566,0.534612282,1.415643497,1.475072183,0.008116913,0.757058004,0.65661499,-1.508082356,-0.305143176,-0.086079971,-0.719108309,-0.420281386,-0.912727711,-0.045689279,-0.498971067,-0.734585534,-1.042000138,-1.217341082,-1.357167871,C2,GOLGA8N,ENSG00000232653.8
TNF,0.631554459,0.991851608,-1.060113423,0.974001136,0.292549201,-0.736540119,1.063519356,0.25556325,-0.192065631,-0.197473574,-1.003717658,1.801137786,-0.486656753,0.236239346,-2.256616357,0.464708059,0.986862656,-1.287874316,0.434303236,0.426351118,-1.337583379,C1,TNF,ENSG00000232810.3
LYRM9,0.28356192,-0.813909076,-0.813132675,0.578979862,-0.746095874,-0.652803169,0.321934009,-0.124118098,-0.261595548,0.060915361,2.229296118,2.453231344,-1.339420581,-0.269837002,-0.250820668,-0.482060332,0.448579763,0.412085629,-1.779413335,0.619193928,0.125428427,C1,LYRM9,ENSG00000232859.9
PAGE2,1.347282487,-0.980024688,-0.980024688,0.294607564,-0.651890601,-0.980024688,-0.000390265,-0.41959568,-0.980024688,-0.980024688,-0.980024688,1.03529541,1.693129558,1.388834034,-0.980024688,0.353336571,0.229160564,1.785748856,0.761068415,-0.980024688,0.023610592,C1,PAGE2,ENSG00000234068.6
CCDC188,0.132602889,1.057228076,0.779463568,0.51154532,1.219277053,1.163920213,0.014672521,1.095600192,0.519057299,-1.992648425,-1.740234707,0.08489941,-1.453124237,0.316860062,-0.086006381,-1.066854322,0.687391711,-0.265947555,-1.141353253,0.936515085,-0.772864517,C4,CCDC188,ENSG00000234409.6
C5orf58,1.16039086,0.865397758,0.164359346,0.95309371,1.288087038,0.227677719,0.011007013,0.116148532,0.283165159,-2.450286802,0.265839016,0.113925837,-0.478852356,0.325563801,0.819974238,-1.724477488,1.005435306,-1.27071999,-0.902552062,0.436886429,-1.210063062,C2,C5orf58,ENSG00000234511.8
APOC2,0.302659207,-0.880027943,-0.943029822,-0.279551406,-1.269775113,-0.31623822,1.605165095,-0.660235438,-0.036833848,-1.656069728,-0.721069074,0.944661616,-0.314922928,0.095341167,-0.394884602,0.380487528,-0.070528546,-0.351809561,0.539966518,1.595599368,2.43109573,C1,APOC2,ENSG00000234906.9
SHISA8,-1.066865159,-1.091503082,-0.70976359,-1.070271258,-0.805904103,-0.553668226,-0.608208786,-0.341082417,0.623390564,-0.695560492,-0.955848415,-0.993139636,-0.367593247,1.127980367,0.782189498,0.807831631,0.49598916,1.702333406,0.568674095,0.982710072,2.168309618,C5,SHISA8,ENSG00000234965.2
C19orf81,-1.221412577,-0.25856945,-0.63541282,-1.221412577,-1.221412577,-1.221412577,-0.397426719,-0.046905398,-0.264881348,2.988817257,0.026802987,-0.451543367,1.462191391,0.788128997,0.006757937,0.517050541,0.179824179,-0.546090585,0.686871102,0.313312416,0.516723188,C3,C19orf81,ENSG00000235034.6
HGH1,0.409687015,1.06998644,0.651343886,-0.530598876,1.43540607,0.674987572,-0.210498872,1.314416612,0.160640374,-2.069578028,-1.567130986,-2.107457567,-0.960326617,0.43178706,0.751907264,-0.344012501,0.471854087,-0.126452534,-0.305447434,0.457464124,0.392022913,C4,HGH1,ENSG00000235173.6
PPP1R3E,0.695296521,-1.075019551,-0.985215279,0.626781691,-1.174911878,-0.914801449,0.748030016,-0.921380084,-1.506271854,0.473417312,0.583942137,0.865847018,1.509371148,0.30818904,-0.731473987,1.591590097,-0.058354726,-0.769341447,1.680248743,0.017250816,-0.963194284,C1,PPP1R3E,ENSG00000235194.8
NFAM1,-0.910993907,-0.946843901,-0.830307915,-0.690350676,-0.886204521,-0.864173405,-1.181030612,-0.792665805,-0.353758106,-0.796309061,-1.061090229,-0.097955657,0.885672489,1.686305068,1.026147264,0.465418567,1.318740425,1.223639776,1.691831378,0.414138836,0.699789994,C3,NFAM1,ENSG00000235568.6
B3GALT4,0.848814541,0.091135694,0.535198281,0.731638905,-0.213223923,0.38948108,0.965981743,0.431193385,0.414422721,-3.484359762,-1.665502559,-1.028738317,-0.000515173,0.515421322,0.159314003,0.007839714,0.264865351,0.169279332,-0.189761523,0.570393093,0.487122092,C1,B3GALT4,ENSG00000235863.3
ZNF853,0.759075813,-0.628050505,-0.967912816,0.109039832,-0.278964308,-0.698825154,1.048443923,0.110731739,-0.574506114,1.55345204,1.258377178,2.79938998,-0.99370414,-0.341242108,-0.818055964,0.402065032,0.160136529,-0.442396047,-0.995121651,-0.620164174,-0.841769085,C1,ZNF853,ENSG00000236609.3
RNF223,-0.150478741,-0.611715079,-0.32240376,-0.170674075,-1.393707491,-0.485236329,-0.297884783,-1.059506512,-0.634007798,-1.58202663,-1.156319658,-0.789087795,1.373285219,1.546534348,1.613359562,-0.287102246,0.776222737,1.136802441,1.252571461,0.52298029,0.718394839,C3,RNF223,ENSG00000237330.2
LINC00959,0.478741573,0.118003315,0.194621467,0.369068158,0.288351921,0.561866599,0.565183846,0.64075168,0.038812582,1.565196705,2.292730375,1.50378283,-1.304817984,-0.978577302,-0.874439752,-1.077367893,-1.003629168,-0.974879474,-0.903837012,-0.74036345,-0.759199014,C2,LINC00959,ENSG00000237489.3
FAM200B,-0.194111323,1.072400951,1.002891449,-0.159543219,0.319197714,1.609801028,0.756019143,0.334542958,-0.252302862,-0.159792562,0.897997155,0.55361503,-1.700714636,-0.271237379,-0.433293599,-1.404651283,-1.476869249,-0.858006089,-1.70685253,1.25943939,0.811469912,C2,FAM200B,ENSG00000237765.6
PAGE2B,-0.404341367,-1.146049738,-0.974186009,0.089395397,-0.945777133,-1.123647232,0.259161499,-1.421935743,-1.421935743,-0.417564655,-0.119018339,-1.141240451,1.043262794,1.389739414,0.327692628,0.610063883,0.988877174,0.749234649,1.671274057,1.018525429,0.968469485,C3,PAGE2B,ENSG00000238269.8
CASTOR1,1.491559661,-0.176483819,0.802117636,1.127013476,-1.046765865,-1.181946589,0.928775663,-0.827716532,-1.896996845,0.152249791,0.046146981,-0.088300427,0.964377838,1.099792624,-1.575749927,1.473261342,-0.571043522,-0.400457577,0.441020966,0.06394315,-0.824798025,C1,CASTOR1,ENSG00000239282.7
NME1,0.286839748,1.167753936,0.84566492,0.060899117,1.284437313,0.726671935,-0.34671844,0.995658592,0.858637591,-2.111844111,-1.883221453,-2.136201453,-0.021868885,-0.131612203,0.647963318,-0.264021801,0.440762474,-0.346744816,0.155573815,0.313823377,-0.542452975,C4,NME1,ENSG00000239672.7
CDRT4,1.265567023,0.208489562,-0.810449952,-0.008341953,-1.009694265,-1.939759562,0.792441994,-0.628353083,-2.355399157,0.33038912,-0.433645495,1.059177577,1.086696261,1.407989997,0.239717525,-0.209690044,-0.248864693,-0.041894765,1.200500095,0.323126468,-0.228002652,C1,CDRT4,ENSG00000239704.10
TLR9,1.978955187,-0.585587615,-0.731202422,2.367315843,-0.056776353,-0.216068382,1.019228084,0.187714551,-0.810324559,-1.614375284,-1.539739752,-0.760035084,0.642519423,1.024756229,-0.319159848,0.16320219,-0.419394098,0.374331896,0.046367393,-0.568941348,-0.18278605,C1,TLR9,ENSG00000239732.3
LILRA2,-0.600648478,-0.854875723,-0.833972464,-0.391747952,-0.595761414,-0.875956693,-0.573695254,-0.748932223,-0.886683478,2.597388557,1.541725488,0.530948479,0.09432518,-0.062249769,-0.652533625,1.701695048,0.304064473,0.388330176,1.204284104,-0.617317149,-0.668387281,C1,LILRA2,ENSG00000239998.5
AMY2B,0.041460187,-1.03167798,-0.860365358,0.080522081,-0.553321041,-0.588985077,0.453448044,-0.100298268,-0.882058828,2.464847345,2.108456634,2.134936216,-0.600102368,-0.030438593,-0.46179225,-0.222504363,-0.31755751,-0.594973488,-0.379523062,-0.227827551,-0.432244767,C1,AMY2B,ENSG00000240038.6
HYPK,0.578355563,-0.243801729,-1.454728887,0.74863895,-0.501657697,-1.143931523,0.527015992,-0.141018838,-0.782724506,-1.329740887,-0.19949552,1.671989739,1.232785505,1.411858037,-1.069590356,0.428804833,0.454759368,-0.88626285,1.58549787,0.303297202,-1.190050266,C1,HYPK,ENSG00000242028.6
MTFP1,1.100872523,-0.814423106,-0.146206072,0.98243659,-0.809071852,-0.080485814,1.119598739,-0.867330094,0.361871971,-1.844754652,-1.682516476,-0.782811614,1.056262411,-1.052044471,0.494859768,1.22437733,-0.429230678,0.197192398,1.699179128,-0.299669867,0.571893838,C1,MTFP1,ENSG00000242114.5
TCP10L,0.706101511,-1.23542075,-1.175469313,-0.596008075,-0.68724765,-1.026295042,0.332306409,-0.622269212,-1.23542075,-0.43999391,-0.775474858,-0.88428585,0.977693102,0.511141826,-0.627427243,1.785272011,0.960053008,1.934900956,0.397051979,0.999110825,0.701681027,C3,TCP10L,ENSG00000242220.6
STRC,0.030507478,-0.783105425,-1.130532992,-0.054974089,-1.374909762,-1.374909762,-0.566740425,-0.351132835,-1.374909762,-1.374909762,-0.029091507,-0.232197027,1.257719999,1.715314679,0.743758253,0.616083631,0.142630217,0.593213904,1.286828059,1.099134913,1.162222215,C3,STRC,ENSG00000242866.9
MICAL3,-0.894849986,0.551892096,0.770217819,0.161962177,1.220147786,1.546865845,0.069322411,1.279059323,1.470145162,-2.238961731,-1.581334087,0.112075423,-0.535539019,-1.133921355,-0.387626808,-0.992849704,0.475102796,-0.177229505,0.277621871,0.110159011,-0.102259525,C4,MICAL3,ENSG00000243156.7
STON1,-0.939942216,-0.856305979,-1.196651665,-1.375381489,-0.457835538,-0.911542376,-0.045229111,0.360931304,0.010839718,-1.198227006,-1.490273663,0.487014866,1.143718325,0.897000153,0.342815678,-0.283707535,0.301745163,1.075864743,2.073092977,0.961187448,1.100886205,C3,STON1,ENSG00000243244.5
VSIG8,1.636278259,-1.266428105,-1.266428105,0.547478249,-1.032817823,-1.266428105,0.587135414,0.587426556,-1.001513533,-1.266428105,-0.736410985,-1.020132635,0.430768025,0.98564544,1.298472875,0.434261094,0.733262523,-0.51183561,0.204231923,1.482356736,0.441105912,C1,VSIG8,ENSG00000243284.1
EFNA4,0.943334824,-0.537861138,-1.295993568,1.078460797,-0.085794996,-1.088327197,1.404949834,-0.005001454,-0.930989091,-1.811621291,-0.399606075,-0.234910303,1.226551854,-0.70120908,-0.060662604,1.553094205,-0.34981768,-0.393268092,1.895125516,-0.374420683,0.167966223,C1,EFNA4,ENSG00000243364.7
PALM2,-0.871092969,-0.788142346,-0.883925146,-0.686494164,0.959712041,0.551621203,-0.967465816,0.712679021,2.47699462,-1.067285518,-1.067285518,-0.973519968,-0.602713439,0.335928804,0.379167279,-0.092093145,1.197569744,-0.503360474,0.557153416,1.620891916,-0.28833954,C4,PALM2,ENSG00000243444.7
ZNF487,-0.373176847,-0.208028579,0.44247173,0.537276641,0.183945058,0.972846924,0.914382214,0.625071191,1.858154445,-0.549616389,-0.543340002,0.811050985,-0.980038384,-1.550336973,0.818146779,-1.941053726,-1.014124514,0.772798692,-1.511794074,-0.098932921,0.834297746,C2,ZNF487,ENSG00000243660.9
TTC4,0.629203438,0.073540242,0.746854894,0.349104711,0.218552172,-0.622795474,0.219069605,-0.705400003,0.636240049,-1.611033458,-2.084157104,-2.041191304,-0.343055237,0.806403019,1.000617132,0.258143818,1.524470057,-0.235125809,-0.648837403,1.157526363,0.671870293,C4,TTC4,ENSG00000243725.6
TMEM225B,1.470656008,-0.216663303,-0.992584222,2.462697711,-0.458547655,0.499165686,1.690052516,-0.354737616,-1.464580421,-0.933798663,-0.321953128,-1.102726938,0.015862692,-0.467276142,-1.22413136,0.642099628,0.001401525,-0.30391698,0.090117286,0.121999143,0.846864233,C1,TMEM225B,ENSG00000244219.6
DBNDD2,-0.257998979,-2.555314555,0.03184257,0.909976426,-0.883636023,-0.120145804,-0.536864481,-1.76634745,0.06537738,-0.033268383,1.286268669,1.501367481,-0.221578419,-0.436050027,-0.618370201,1.635031736,0.684424485,0.259729606,0.718424086,0.005010705,0.332121177,C1,DBNDD2,ENSG00000244274.7
ETV5,-1.136108695,-0.327262402,0.047810202,-1.183971875,0.456724448,-0.368823837,-1.026603008,0.852048512,-0.403845673,-1.245329548,-1.245329548,-0.69620352,-0.698015169,-0.195834804,-0.167303583,0.920585556,1.173084926,1.858805482,0.937332371,0.444309928,2.003930238,C5,ETV5,ENSG00000244405.7
SCARF2,-0.138393388,0.017908384,-0.877899287,0.580113375,-0.473705457,-0.838369915,0.324607083,0.04217256,-0.684273795,2.639398452,1.359295686,1.965338928,-0.714670637,0.333914163,-1.355232179,-0.565232058,0.399822275,-0.943140854,-0.766846158,0.187969995,-0.492777173,C1,SCARF2,ENSG00000244486.8
ASPRV1,0.313586339,-1.894465947,-1.996953329,0.575504704,-1.477308981,-0.150939134,0.445253078,-0.363919811,-1.355188033,0.101685056,0.759612364,0.142127487,0.688261816,0.565121551,-0.143365207,0.624704716,0.593233561,1.861690732,1.339492553,-0.328648773,-0.299484743,C1,ASPRV1,ENSG00000244617.2
HBB,-0.837717499,-0.687882232,0.038263296,-0.751544222,-0.753098041,0.004698883,-0.373970324,-0.837717499,0.016218937,2.359969944,2.55553848,1.552633873,-0.837717499,-0.031219981,0.28064614,-0.837717499,-0.119759335,-0.232582618,-0.837717499,0.289096807,0.041577885,C4,HBB,ENSG00000244734.3
CEBPA,-1.112556011,0.118779992,1.061347886,-0.862733298,0.502448021,-0.056195682,-0.648410948,0.334207206,0.326653157,0.642564198,0.966087248,3.074996175,-0.845224873,-0.885294318,-0.112424153,-1.057878407,-1.026052566,0.199939279,-0.789625254,-0.555850296,0.725222645,C4,CEBPA,ENSG00000245848.2
PCP4L1,0.297022643,-0.682308759,-1.08357604,1.49612781,-0.346962509,-1.166210815,0.509760403,-1.11318969,-0.468557157,-1.514343473,-1.400365496,0.03490542,-0.552065703,1.55197571,-0.017538934,1.309383642,1.4810522,-0.043916221,0.131867858,1.377874014,0.199065096,C1,PCP4L1,ENSG00000248485.1
TMEM150C,0.234017363,-0.574776953,-0.599664931,0.409526503,0.398268992,-0.60281008,0.476385557,0.184077838,-0.628261232,-0.890851671,0.682555962,3.788027983,-0.819101012,0.269935674,-0.486910063,-0.255469603,-0.252510472,-0.288790176,-0.757579946,-0.639632949,0.353563214,C1,TMEM150C,ENSG00000249242.7
ZNF324B,0.403094893,0.523601387,-0.18411181,-0.319337963,0.310799117,-0.523705984,0.333947934,0.826275915,0.24682433,-2.967073591,-2.240201616,-0.40923139,0.097339511,0.721504322,1.068440438,-0.539906268,0.542088108,0.713051217,-0.26134733,0.785183918,0.872764862,C4,ZNF324B,ENSG00000249471.7
ECSCR,-0.874025504,0.51678699,1.152540116,-0.874025504,0.234380758,1.735819974,-0.513923166,-0.874025504,1.914849266,-0.874025504,-0.874025504,-0.874025504,-0.874025504,-0.874025504,1.725109565,-0.874025504,-0.474341872,0.05901851,0.25650256,0.146476574,1.113010261,C4,ECSCR,ENSG00000249751.3
PTTG2,0.02814401,0.130919263,0.121248651,0.320758086,-0.351031002,-0.504234742,-0.53260149,0.2108487,0.062153955,1.968924491,2.586797664,2.079793661,-0.753538685,-0.550435191,-0.518519917,-0.753538685,-0.753538685,-0.753538685,-0.753538685,-0.753538685,-0.531534031,C2,PTTG2,ENSG00000250254.1
ZNF718,0.038702595,-0.490335202,-0.784755797,1.396703747,0.49656732,-0.187260642,1.030331908,0.425126596,-0.167975689,-3.043553148,-1.364870264,-0.890441111,0.322737093,-0.045750579,-0.454511186,1.304302277,0.513250259,0.513680031,1.057884734,0.216780298,0.113386759,C1,ZNF718,ENSG00000250312.6
GPR162,-0.207399202,-0.85158922,-1.01927114,0.754572444,-0.937681632,-0.817185573,0.151719897,-0.955526966,-0.377545032,-1.356828082,-1.356828082,-0.727062388,0.804698258,-0.087399724,0.544411897,2.069829357,0.677961049,0.206404645,1.942995822,0.563986466,0.977737204,C3,GPR162,ENSG00000250510.7
AC068580.4,-1.14759912,-0.160619935,-0.605943057,-1.017627967,-0.185114331,-0.231968626,-0.884673068,0.252256668,0.332958655,-2.092167567,-1.164066332,-1.454805856,0.506411722,0.907703137,0.70845341,0.664128611,1.158130052,1.239795497,0.834149596,1.279557912,1.061040598,C5,AC068580.4,ENSG00000250644.3
MSANTD3.TMEFF1,0.675407685,-1.474324074,-0.310175599,1.846965125,-0.422111766,0.157461827,1.260011746,-0.684882974,0.149560225,-1.932465977,0.428627443,-0.086749723,0.336610146,-0.07182446,-0.030217986,-1.145627041,-0.28402223,0.536899229,2.258789174,-0.497778891,-0.710151877,C1,MSANTD3.TMEFF1,#N/A
FOXD1,0.205490742,-1.376539918,-0.970100512,0.3626237,-1.171838774,-0.215257216,1.343271967,-0.663566259,-0.163154009,-1.450945788,-0.568523585,-0.588667625,0.649328826,-0.143086323,-0.377019779,2.186681635,-0.371429416,0.380525121,1.953269148,-0.049727526,1.028665589,C1,FOXD1,ENSG00000251493.4
CENPS.CORT,-0.931836978,0.93494018,0.611206315,-0.509297725,1.517665393,2.148620293,-0.09249835,-0.857886079,2.112624583,-1.592030977,-0.138901488,-0.110748728,-0.260303789,0.216132304,-0.256618687,-1.485237313,0.081304105,-0.438325272,-0.36423305,-0.146719277,-0.437855462,C4,CENPS.CORT,#N/A
AC008560.1,0.978862182,-0.696772468,-0.790585326,0.820679392,-0.189494802,0.487454733,-0.623933018,-0.654860741,-0.466502281,-1.337115605,1.791482247,2.501462927,-0.33495847,-0.134026365,0.523650607,-0.443371568,-1.167075311,0.681178154,-1.211794658,-0.484856111,0.750576482,C1,AC008560.1,ENSG00000253251.2
TMEM200B,-0.720420479,-0.723185305,-0.6727166,-0.361759117,-0.576879965,-0.586797344,-0.241776441,-0.527075504,-0.719646141,3.699027735,-0.779439384,-0.131089105,0.460079672,-0.048871748,-0.526598058,1.209074042,0.350790142,0.492378853,0.088980396,-0.124214702,0.440139053,C1,TMEM200B,ENSG00000253304.1
LYN,-1.635413087,-0.123110076,-0.102001683,-1.484995618,-0.299981384,-0.511225994,-1.310572204,-0.365356498,-0.556281801,-1.646115758,-1.063962089,1.12600182,0.685537774,0.907270403,1.272230598,0.525467753,0.85141809,0.884027266,0.838631547,0.832783271,1.175647668,C5,LYN,ENSG00000254087.7
PINX1,-0.838477141,1.267926232,1.182793685,-0.750739746,1.453459201,0.38346505,-0.667364777,1.186354714,0.865914876,-2.337617004,-0.740876538,-1.887097397,-0.16175577,-0.101929559,0.555494285,0.028564001,0.510639264,-0.139217741,0.115325506,0.606695066,-0.531556205,C4,PINX1,ENSG00000254093.8
MEX3A,-0.618529868,-0.908964035,-0.647894069,-0.502697628,-0.45134752,-0.609247298,0.45784088,-0.421816286,-0.510743808,-1.037610764,-1.011589813,-0.565127465,0.367958669,-0.0192589,-0.30870053,1.687621597,0.545745441,-0.231496835,3.002214945,1.361698658,0.421944628,C3,MEX3A,ENSG00000254726.2
MPV17L2,-0.538262912,1.557127878,1.463703575,-0.64464524,1.431074285,0.435251971,-1.000070249,1.078867797,0.219046403,-1.397435326,-0.942137901,-1.215136544,0.244506964,1.397415908,-0.127131145,-1.129276986,0.700916157,-0.786792406,-1.025190169,0.61716113,-0.33899319,C4,MPV17L2,ENSG00000254858.9
BORCS8,-0.171498948,0.749863929,0.804025947,0.523615233,0.948061299,0.496716046,0.549894417,1.560852556,0.544732679,0.64774944,0.504684144,0.02493977,-1.701271622,0.782207957,-2.535997008,-0.283407707,-0.308684557,-0.352047144,-1.495649537,-0.239809127,-1.048977766,C2,BORCS8,ENSG00000254901.7
EID3,-1.415969593,-0.435051517,0.975492746,-0.698585474,-0.183744598,1.471746928,-0.806576458,-0.40060247,1.929321779,-0.969731399,0.324617473,-0.142017908,-1.022537801,-1.537980611,0.834269343,-0.700427259,0.03623618,1.38347107,-0.514852289,0.803742207,1.069179653,C4,EID3,ENSG00000255150.2
CARD17,0.9083932,0.329253349,0.94079538,1.855302869,1.180725994,0.182319509,1.08562443,1.271479121,1.226804531,-1.156208259,-0.706687411,0.13827381,-0.912266093,-0.504317334,-1.156208259,0.048537044,-0.541503717,-0.951687229,-0.926214421,-1.156208259,-1.156208259,C2,CARD17,ENSG00000255221.3
